artist	title	venue	sido	sgg	start	end	n	type	conf	source
LE SSERAFIM	2026 LE SSERAFIM TOUR 'PUREFLOW' IN INCHEON	인스파이어 아레나	인천	중구	2026-07-11	2026-07-12	2	콘서트	A	https://en.wikipedia.org/wiki/Pureflow_Tour
GOT7	2025 GOT7 CONCERT <NESTFEST> IN SEOUL	SK올림픽핸드볼경기장	서울	송파구	2025-01-31	2025-02-02	3	콘서트	A	https://namu.wiki/w/NESTFEST
레드벨벳	2024 Red Velvet FANCON TOUR <HAPPINESS : My Dear, ReVe1uv> in SEOUL	SK올림픽핸드볼경기장	서울	송파구	2024-08-02	2024-08-04	3	팬미팅	A	https://en.wikipedia.org/wiki/Happiness:_My_Dear,_ReVe1uv
레드벨벳	2026 Red Velvet FAN-CON <A Day in Red & Velvet>	고려대학교 화정체육관	서울	성북구	2026-07-31	2026-08-02	3	팬미팅	A	https://namu.wiki/w/A%20Day%20in%20Red%20&%20Velvet
DAY6	DAY6 CONCERT [Welcome to the Show]	잠실실내체육관	서울	송파구	2024-04-12	2024-04-14	3	콘서트	A	https://en.wikipedia.org/wiki/List_of_Day6_concert_tours
DAY6	DAY6 3RD WORLD TOUR <FOREVER YOUNG> IN INCHEON	인스파이어 아레나	인천	중구	2024-09-20	2024-09-22	3	콘서트	A	https://en.wikipedia.org/wiki/List_of_Day6_concert_tours
DAY6	DAY6 크리스마스 스페셜 콘서트	고척스카이돔	서울	구로구	2024-12-20	2024-12-21	2	콘서트	B	https://en.wikipedia.org/wiki/List_of_Day6_concert_tours
DAY6	DAY6 3RD WORLD TOUR <FOREVER YOUNG> IN BUSAN	BEXCO 제1전시장	부산	해운대구	2025-02-01	2025-02-02	2	콘서트	A	https://www.gukjenews.com/news/articleView.html?idxno=3170429
DAY6	DAY6 3RD WORLD TOUR <FOREVER YOUNG> IN DAEJEON	대전컨벤션센터	대전	유성구	2025-03-02	2025-03-03	2	콘서트	A	https://www.gukjenews.com/news/articleView.html?idxno=3170429
DAY6	DAY6 3RD WORLD TOUR <FOREVER YOUNG> IN GWANGJU	광주여자대학교 시립유니버시아드체육관	광주	광산구	2025-03-15	2025-03-16	2	콘서트	A	https://en.wikipedia.org/wiki/List_of_Day6_concert_tours
DAY6	DAY6 3RD WORLD TOUR <FOREVER YOUNG> IN DAEGU	EXCO	대구	북구	2025-03-29	2025-03-30	2	콘서트	A	https://www.gukjenews.com/news/articleView.html?idxno=3170429
DAY6	DAY6 3RD WORLD TOUR <FOREVER YOUNG> FINALE IN SEOUL	KSPO DOME	서울	송파구	2025-05-09	2025-05-18		콘서트	B	https://en.wikipedia.org/wiki/List_of_Day6_concert_tours
DAY6	DAY6 4TH FANMEETING <PIER 10: All My Days>	잠실실내체육관	서울	송파구	2025-07-18	2025-07-27	6	팬미팅	A	https://namu.wiki/w/PIER%2010:%20All%20My%20Days
DAY6	DAY6 10th Anniversary Tour <The DECADE> IN GOYANG	고양종합운동장 주경기장	경기	고양시	2025-08-30	2025-08-31	2	콘서트	A	https://namu.wiki/w/The%20DECADE(%EC%BD%98%EC%84%9C%ED%8A%B8)
DAY6	DAY6 2025 CONCERT <The Present>	KSPO DOME	서울	송파구	2025-12-19	2025-12-21	3	콘서트	A	https://www.starnewskorea.com/music/2025/11/03/2025110310502441077
DAY6	DAY6 10th Anniversary Tour <The DECADE> IN DAEGU	EXCO	대구	북구	2026-02-07	2026-02-08	2	콘서트	A	https://namu.wiki/w/The%20DECADE(%EC%BD%98%EC%84%9C%ED%8A%B8)
DAY6	DAY6 10th Anniversary Tour <The DECADE> IN GWANGJU	김대중컨벤션센터	광주	서구	2026-03-14	2026-03-15	2	콘서트	A	https://namu.wiki/w/The%20DECADE(%EC%BD%98%EC%84%9C%ED%8A%B8)
DAY6	DAY6 10th Anniversary Tour <The DECADE> IN DAEJEON	대전컨벤션센터	대전	유성구	2026-03-21	2026-03-22	2	콘서트	A	https://namu.wiki/w/The%20DECADE(%EC%BD%98%EC%84%9C%ED%8A%B8)
DAY6	DAY6 10th Anniversary Tour <The DECADE> IN BUSAN	BEXCO	부산	해운대구	2026-05-16	2026-05-17	2	콘서트	A	https://namu.wiki/w/The%20DECADE(%EC%BD%98%EC%84%9C%ED%8A%B8)
DAY6	DAY6 10th Anniversary Tour <The DECADE> FINALE IN SEOUL	KSPO DOME	서울	송파구	2026-07-03	2026-07-05	3	콘서트	A	https://namu.wiki/w/The%20DECADE(%EC%BD%98%EC%84%9C%ED%8A%B8)
영탁	2024 영탁 단독 콘서트 "TAK SHOW3" - 서울	KSPO DOME	서울	송파구	2024-10-25	2024-10-27	3	콘서트	A	https://nomadlee.com/2024-%EC%98%81%ED%83%81-%EB%8B%A8%EB%8F%85-%EC%BD%98%EC%84%9C%ED%8A%B8-%EC%9D%BC%EC%A0%95/
영탁	2024 영탁 단독 콘서트 "TAK SHOW3" - 광주		광주		2024-11-09	2024-11-10	2	콘서트	B	https://www.stagepick.co.kr/performances/detail/191864
영탁	2024 영탁 단독 콘서트 "TAK SHOW3" - 강릉	가톨릭관동대학교 세바스티아노스포츠센터	강원	강릉시	2024-11-23	2024-11-24	2	콘서트	A	https://www.stagepick.co.kr/performances/detail/191864
영탁	2024 영탁 단독 콘서트 "TAK SHOW3" - 대구		대구		2024-11-30	2024-12-01	2	콘서트	B	https://www.stagepick.co.kr/performances/detail/191864
영탁	2024 영탁 단독 콘서트 "TAK SHOW3" - 안동		경북	안동시	2024-12-14	2024-12-15	2	콘서트	B	https://www.stagepick.co.kr/performances/detail/191864
영탁	2024 영탁 단독 콘서트 "TAK SHOW3" - 대전		대전		2024-12-28	2024-12-29	2	콘서트	B	https://www.stagepick.co.kr/performances/detail/191864
영탁	2024 영탁 단독 콘서트 "TAK SHOW3" - 부산		부산		2025-01-11	2025-01-12	2	콘서트	B	https://www.stagepick.co.kr/performances/detail/191864
영탁	2024 영탁 단독 콘서트 "TAK SHOW3" - 인천		인천		2025-01-18	2025-01-19	2	콘서트	B	https://www.stagepick.co.kr/performances/detail/191864
영탁	2024 영탁 단독 콘서트 "TAK SHOW3" - 서울 앵콜		서울		2025-02-22	2025-02-23	2	콘서트	B	https://www.stagepick.co.kr/performances/detail/191864
영탁	2025 영탁 단독 콘서트 "TAK SHOW4" - 서울	잠실실내체육관	서울	송파구	2025-08-08	2025-08-10	3	콘서트	A	https://www.stagepick.co.kr/performances/detail/200740
영탁	2025 영탁 단독 콘서트 "TAK SHOW4" - 대전	DCC 대전컨벤션센터	대전	유성구	2025-08-30	2025-08-31	2	콘서트	A	https://www.stagepick.co.kr/performances/detail/200740
영탁	2025 영탁 단독 콘서트 "TAK SHOW4" - 전주	한국소리문화의전당 야외공연장	전북	전주시	2025-09-06	2025-09-07	2	콘서트	A	https://www.stagepick.co.kr/performances/detail/200740
영탁	2025 영탁 단독 콘서트 "TAK SHOW4" - 대구	EXCO	대구	북구	2025-09-20	2025-09-21	2	콘서트	A	https://www.stagepick.co.kr/performances/detail/200740
영탁	2025 영탁 단독 콘서트 "TAK SHOW4" - 인천	송도컨벤시아	인천	연수구	2025-10-11	2025-10-12	2	콘서트	A	https://www.stagepick.co.kr/performances/detail/200740
영탁	2025 영탁 단독 콘서트 "TAK SHOW4" - 안동	안동체육관	경북	안동시	2025-10-25	2025-10-26	2	콘서트	A	https://www.stagepick.co.kr/performances/detail/204388
영탁	2025 영탁 단독 콘서트 "TAK SHOW4" - 청주	청주대학교 석우문화체육관	충북	청주시	2025-11-08	2025-11-09	2	콘서트	A	https://www.stagepick.co.kr/performances/detail/200740
영탁	2025 영탁 단독 콘서트 "TAK SHOW4" - 서울 앵콜	잠실실내체육관	서울	송파구	2026-01-09	2026-01-11	3	콘서트	A	https://www.stagepick.co.kr/performances/detail/200740
몬스타엑스	2025 MONSTA X CONCERT <CONNECT X>	KSPO DOME	서울	송파구	2025-07-18	2025-07-20	3	콘서트	A	https://edaily.co.kr/News/Read?mediaCodeNo=258&newsId=02184486642169248
몬스타엑스	2026 MONSTA X WORLD TOUR [THE X : NEXUS] IN SEOUL	KSPO DOME	서울	송파구	2026-01-30	2026-02-01	3	콘서트	A	https://www.stagepick.co.kr/performances/detail/208637
이찬원	2024 이찬원 콘서트 '찬가(燦歌)' - 서울	KSPO DOME	서울	송파구	2024-06-08	2024-06-09	2	콘서트	A	https://ticket.yes24.com/Perf/49577
이찬원	2024 이찬원 콘서트 '찬가(燦歌)' - 인천	삼산월드체육관	인천	부평구	2024-06-22	2024-06-23	2	콘서트	A	https://ticket.yes24.com/Perf/49578
이찬원	2024 이찬원 콘서트 '찬가(燦歌)' - 안동	안동실내체육관	경북	안동시	2024-07-13	2024-07-14	2	콘서트	A	http://ticket.yes24.com/Perf/49579
이찬원	2024 이찬원 콘서트 '찬가(燦歌)' - 수원	수원실내체육관	경기	수원시	2024-07-27	2024-07-28	2	콘서트	B	https://m.ekn.kr/view.php?key=20240722024270867
이찬원	2024 이찬원 콘서트 '찬가(燦歌)' - 부산	BEXCO 제1전시장	부산	해운대구	2024-09-21	2024-09-22	2	콘서트	A	https://m.ekn.kr/view.php?key=20240722024270867
이찬원	2024 이찬원 콘서트 '찬가(燦歌)' - 대구	EXCO 동관	대구	북구	2024-10-12	2024-10-13	2	콘서트	A	https://m.ekn.kr/view.php?key=20240722024270867
이찬원	2024 이찬원 콘서트 '찬가(燦歌)' - 청주	청주대학교 석우문화체육관	충북	청주시	2024-11-02	2024-11-03	2	콘서트	A	https://ticket.yes24.com/Perf/50432
이찬원	2024 이찬원 콘서트 '찬가(燦歌)' - 광주	김대중컨벤션센터	광주	서구	2024-11-23	2024-11-24	2	콘서트	A	https://m.ekn.kr/view.php?key=20240722024270867
이찬원	2024 이찬원 콘서트 '찬가(燦歌)' - 서울 앵콜	KSPO DOME	서울	송파구	2024-12-13	2024-12-15	3	콘서트	A	http://m.ticket.yes24.com/Perf/51168
이찬원	2025-2026 이찬원 콘서트 <찬가 : 찬란한 하루> - 서울	잠실실내체육관	서울	송파구	2025-12-12	2025-12-14	3	콘서트	A	https://www.stagepick.co.kr/performances/detail/208016
이찬원	2025-2026 이찬원 콘서트 <찬가 : 찬란한 하루> - 대구	EXCO 동관	대구	북구	2025-12-25	2025-12-28	4	콘서트	A	https://www.stagepick.co.kr/performances/detail/208016
이찬원	2025-2026 이찬원 콘서트 <찬가 : 찬란한 하루> - 인천	송도컨벤시아	인천	연수구	2026-01-10	2026-01-11	2	콘서트	A	https://www.stagepick.co.kr/performances/detail/208016
이찬원	2025-2026 이찬원 콘서트 <찬가 : 찬란한 하루> - 부산	BEXCO 제1전시장	부산	해운대구	2026-01-31	2026-02-01	2	콘서트	A	https://www.stagepick.co.kr/performances/detail/208016
이찬원	2025-2026 이찬원 콘서트 <찬가 : 찬란한 하루> - 진주	진주실내체육관	경남	진주시	2026-02-21	2026-02-22	2	콘서트	A	https://www.stagepick.co.kr/performances/detail/208016
이찬원	2025-2026 이찬원 콘서트 <찬가 : 찬란한 하루> - 광주	김대중컨벤션센터	광주	서구	2026-03-07	2026-03-08	2	콘서트	A	https://www.stagepick.co.kr/performances/detail/208016
이찬원	2025-2026 이찬원 콘서트 <찬가 : 찬란한 하루> - 대전	대전컨벤션센터	대전	유성구	2026-03-28	2026-03-29	2	콘서트	A	https://www.stagepick.co.kr/performances/detail/208016
이찬원	2025-2026 이찬원 콘서트 <찬가 : 찬란한 하루> - 서울 앵콜	KSPO DOME	서울	송파구	2026-05-09	2026-05-10	2	콘서트	A	https://www.stagepick.co.kr/performances/detail/208016
